_id,latitude,longitude,icon,labels,title
ObjectID(52017e62fa747515a7000b7b),54.551427,-3.5864688,"small_red","nlud-pdl-2009 hca ukgov brownfield","BUS STATION"
ObjectID(52017e62fa747515a7000b7c),54.521575,-3.5187953,"measle_brown","nlud-pdl-2009 hca ukgov brownfield","FORMER DWELLINGS"
ObjectID(52017e62fa747515a7000b7d),54.483166,-3.5262161,"small_red","nlud-pdl-2009 hca ukgov brownfield","CAR PARK"
ObjectID(52017e62fa747515a7000b7e),54.553701,-3.5892322,"measle_brown","nlud-pdl-2009 hca ukgov brownfield","NORTH SHORE ESTATE"
ObjectID(52017e62fa747515a7000b7f),54.547775,-3.4394204,"measle_brown","nlud-pdl-2009 hca ukgov brownfield","FORMER QUARRY"
ObjectID(52017e62fa747515a7000b80),54.529009,-3.5859391,"measle_brown","nlud-pdl-2009 hca ukgov brownfield","FORMER HOUSING"
ObjectID(52017e62fa747515a7000b81),54.601724,-3.5327541,"measle_brown","nlud-pdl-2009 hca ukgov brownfield","FORMER CONCRETE WORKS"
ObjectID(52017e62fa747515a7000b82),54.49041,-3.6026623,"small_red","nlud-pdl-2009 hca ukgov brownfield","FORMER OUTBUILDINGS"
ObjectID(52017e62fa747515a7000b83),54.526191,-3.5972184,"small_red","nlud-pdl-2009 hca ukgov brownfield","RHODIA HUNTSMAN CHEMICAL WORKS"
ObjectID(52017e62fa747515a7000b84),54.543122,-3.5905678,"measle_brown","nlud-pdl-2009 hca ukgov brownfield","CHRIST CHURCH"
ObjectID(52017e62fa747515a7000b85),54.545003,-3.5904245,"small_red","nlud-pdl-2009 hca ukgov brownfield","JACKSONS TIMBER YARD"
ObjectID(52017e62fa747515a7000b86),54.520509,-3.5113705,"small_red","nlud-pdl-2009 hca ukgov brownfield","ALDBY GARAGE"
ObjectID(52017e62fa747515a7000b87),54.548496,-3.5960955,"measle_brown","nlud-pdl-2009 hca ukgov brownfield","ADJACENT WELLINGTON LODGE"
ObjectID(52017e62fa747515a7000b88),54.543852,-3.5911527,"small_red","nlud-pdl-2009 hca ukgov brownfield","PRESTON STREET GARAGE"
ObjectID(52017e62fa747515a7000b89),54.211678,-3.2733951,"small_red","nlud-pdl-2009 hca ukgov brownfield","CENTRAL GARAGE"
ObjectID(52017e62fa747515a7000b8a),54.539669,-3.4942098,"small_red","nlud-pdl-2009 hca ukgov brownfield","FORMER GARAGE SITE"
ObjectID(52017e62fa747515a7000b8b),54.441169,-3.5351858,"small_red","nlud-pdl-2009 hca ukgov brownfield","TARNBANK"
ObjectID(52017e62fa747515a7000b8c),54.401738,-3.4768042,"small_red","nlud-pdl-2009 hca ukgov brownfield","SEASCALE SCHOOL"
ObjectID(52017e62fa747515a7000b8d),54.549602,-3.5892738,"small_red","nlud-pdl-2009 hca ukgov brownfield","PARK NIGHTCLUB"
ObjectID(52017e62fa747515a7000b8e),54.209502,-3.2726688,"small_red","nlud-pdl-2009 hca ukgov brownfield","FORMER RAILWAY LAND"
ObjectID(52017e62fa747515a7000b8f),54.54178,-3.5853215,"measle_brown","nlud-pdl-2009 hca ukgov brownfield","FORMER CONTRACTORS YARD"
ObjectID(52017e62fa747515a7000b90),54.211967,-3.2630839,"small_red","nlud-pdl-2009 hca ukgov brownfield","FORMER GAS WORKS"
ObjectID(52017e62fa747515a7000b91),54.557337,-3.5507282,"small_red","nlud-pdl-2009 hca ukgov brownfield","FORMER HOUSING"
ObjectID(52017e62fa747515a7000b92),54.556459,-3.5498753,"measle_brown","nlud-pdl-2009 hca ukgov brownfield","SOUTH OF EMMAUS HOUSE"
ObjectID(52017e62fa747515a7000b93),54.557584,-3.549686,"measle_brown","nlud-pdl-2009 hca ukgov brownfield","FORMER HOUSING"
ObjectID(52017e62fa747515a7000b94),54.539306,-3.5606635,"measle_brown","nlud-pdl-2009 hca ukgov brownfield","FORMERS SEKERS FACTORY"
ObjectID(52017e62fa747515a7000b95),54.481282,-3.5280908,"small_red","nlud-pdl-2009 hca ukgov brownfield","5"
ObjectID(52017e62fa747515a7000b96),54.54016,-3.4893586,"small_red","nlud-pdl-2009 hca ukgov brownfield","TRAFALGAR SQUARE"
ObjectID(52017e62fa747515a7000b97),54.508976,-3.5150533,"measle_brown","nlud-pdl-2009 hca ukgov brownfield","CLEATOR MILLS"
ObjectID(52017e62fa747515a7000b98),54.521906,-3.518205,"measle_brown","nlud-pdl-2009 hca ukgov brownfield","63"
ObjectID(52017e62fa747515a7000b99),54.543429,-3.4917502,"measle_brown","nlud-pdl-2009 hca ukgov brownfield","FORMER COUNCIL CHAMBERS"
ObjectID(52017e62fa747515a7000b9a),54.543948,-3.4919082,"measle_brown","nlud-pdl-2009 hca ukgov brownfield","ANCHOR INN"
ObjectID(52017e62fa747515a7000b9b),54.542355,-3.4928394,"measle_brown","nlud-pdl-2009 hca ukgov brownfield","FORMER CHAPEL"
ObjectID(52017e62fa747515a7000b9c),54.5347,-3.5824349,"measle_brown","nlud-pdl-2009 hca ukgov brownfield","FORMER CLEANSING DEPOT"
ObjectID(52017e62fa747515a7000b9d),54.547204,-3.5857174,"small_red","nlud-pdl-2009 hca ukgov brownfield","METHODIST CHURCH"
ObjectID(52017e62fa747515a7000b9e),54.547837,-3.5936115,"small_red","nlud-pdl-2009 hca ukgov brownfield","BARDYWELL LANE"
ObjectID(52017e62fa747515a7000b9f),54.561827,-3.5510997,"small_red","nlud-pdl-2009 hca ukgov brownfield","ST BRIDGETS CHURCH"
ObjectID(52017e62fa747515a7000ba0),54.546547,-3.5885211,"small_red","nlud-pdl-2009 hca ukgov brownfield","42"
ObjectID(52017e62fa747515a7000ba1),54.561117,-3.5510573,"small_red","nlud-pdl-2009 hca ukgov brownfield","MORESBY PARKS AUTOS"
ObjectID(52017e62fa747515a7000ba2),54.594205,-3.5395143,"small_red","nlud-pdl-2009 hca ukgov brownfield","131"
ObjectID(52017e62fa747515a7000ba3),54.545705,-3.5916886,"small_red","nlud-pdl-2009 hca ukgov brownfield","ALBION STREET SOUTH"
ObjectID(52017e62fa747515a7000ba4),54.568482,-3.5819802,"measle_brown","nlud-pdl-2009 hca ukgov brownfield","FORMER HOUSING"
ObjectID(52017e62fa747515a7000ba5),54.599789,-3.539338,"measle_brown","nlud-pdl-2009 hca ukgov brownfield","FORMER HOUSING"
ObjectID(52017e62fa747515a7000ba6),54.571396,-3.5763538,"measle_brown","nlud-pdl-2009 hca ukgov brownfield","FORMER PLAYGROUND"
ObjectID(52017e62fa747515a7000ba7),54.557299,-3.4710243,"measle_brown","nlud-pdl-2009 hca ukgov brownfield","FORMER GARAGE SITE"
ObjectID(52017e62fa747515a7000ba8),54.532932,-3.5593848,"measle_brown","nlud-pdl-2009 hca ukgov brownfield","FORMER REFUSE TIP"
ObjectID(52017e62fa747515a7000ba9),54.527332,-3.5642862,"measle_brown","nlud-pdl-2009 hca ukgov brownfield","GARAGE SITE"
ObjectID(52017e62fa747515a7000baa),54.516037,-3.5089344,"measle_brown","nlud-pdl-2009 hca ukgov brownfield","EHENSIDE SCHOOL"
ObjectID(52017e62fa747515a7000bab),54.553724,-3.5881198,"measle_brown","nlud-pdl-2009 hca ukgov brownfield","SPOIL HEAP"
ObjectID(52017e62fa747515a7000bac),54.477321,-3.5214762,"measle_brown","nlud-pdl-2009 hca ukgov brownfield","FORMER RAILWAY LAND"
ObjectID(52017e62fa747515a7000bad),54.21398,-3.2724691,"measle_brown","nlud-pdl-2009 hca ukgov brownfield","KINGS QUARRY"
ObjectID(52017e62fa747515a7000bae),54.493997,-3.5950979,"measle_brown","nlud-pdl-2009 hca ukgov brownfield","FQRNHAM HOUSE"
ObjectID(52017e62fa747515a7000baf),54.503426,-3.5240061,"small_red","nlud-pdl-2009 hca ukgov brownfield","THE FORGE"
ObjectID(52017e62fa747515a7000bb0),54.211917,-3.2643858,"small_red","nlud-pdl-2009 hca ukgov brownfield","FORMER ASHBURNERS COMPOUND"
ObjectID(52017e62fa747515a7000bb1),54.541548,-3.5797011,"small_red","nlud-pdl-2009 hca ukgov brownfield","CHASE HOTEL"
ObjectID(52017e62fa747515a7000bb2),54.532255,-3.5940552,"small_red","nlud-pdl-2009 hca ukgov brownfield","FORMER HOUSING"
ObjectID(52017e62fa747515a7000bb3),54.530195,-3.5935267,"measle_brown","nlud-pdl-2009 hca ukgov brownfield","FORMER HOUSING"
ObjectID(52017e62fa747515a7000bb4),54.669181,-2.7575452,"measle_brown","nlud-pdl-2009 hca ukgov brownfield","HALMSHAWS GARAGE"
ObjectID(52017e62fa747515a7000bb5),54.666729,-2.7544297,"small_red","nlud-pdl-2009 hca ukgov brownfield","GARAGE SITE"
ObjectID(52017e62fa747515a7000bb6),54.572962,-2.4966742,"small_red","nlud-pdl-2009 hca ukgov brownfield","HAULAGE DEPOT"
ObjectID(52017e62fa747515a7000bb7),54.574918,-2.4929854,"small_red","nlud-pdl-2009 hca ukgov brownfield","FORMER BANKS NURSERY"
ObjectID(52017e62fa747515a7000bb8),54.814554,-2.4404422,"small_red","nlud-pdl-2009 hca ukgov brownfield","FORMER GAS WORKS"
ObjectID(52017e63fa747515a7000bb9),54.814151,-2.4400021,"small_red","nlud-pdl-2009 hca ukgov brownfield","THE SCRAPYARD"
ObjectID(52017e63fa747515a7000bba),54.749373,-2.7049924,"measle_brown","nlud-pdl-2009 hca ukgov brownfield","DEPOT OPPOSITE PINE GROVE"
ObjectID(52017e63fa747515a7000bbb),54.657246,-2.746116,"measle_brown","nlud-pdl-2009 hca ukgov brownfield","LAND BEHIND GARAGE"
ObjectID(52017e63fa747515a7000bbc),54.526503,-2.5842889,"measle_brown","nlud-pdl-2009 hca ukgov brownfield","CROSBY RAVENSWORTH STONEWORKS"
ObjectID(52017e63fa747515a7000bbd),54.662894,-2.7482505,"small_red","nlud-pdl-2009 hca ukgov brownfield","FORMER COUNTY GARAGE LTD"
ObjectID(52017e63fa747515a7000bbe),54.664921,-2.7561171,"small_red","nlud-pdl-2009 hca ukgov brownfield","FORMER NEWALL AND PEARSON AUCTION MART"
ObjectID(52017e63fa747515a7000bbf),54.313612,-2.738946,"measle_brown","nlud-pdl-2009 hca ukgov brownfield","BURLAND GROVE"
ObjectID(52017e63fa747515a7000bc0),54.324367,-2.7524847,"small_red","nlud-pdl-2009 hca ukgov brownfield","EAST VIEW"
ObjectID(52017e63fa747515a7000bc1),54.196452,-3.0812291,"measle_brown","nlud-pdl-2009 hca ukgov brownfield","CANAL HEAD"
ObjectID(52017e63fa747515a7000bc2),54.194969,-3.0752279,"small_red","nlud-pdl-2009 hca ukgov brownfield","SCHOONERS WHARF"
ObjectID(52017e63fa747515a7000bc3),54.181922,-2.9278669,"small_red","nlud-pdl-2009 hca ukgov brownfield","NEAR CARDRONA ROAD"
ObjectID(52017e63fa747515a7000bc4),54.20221,-2.8262535,"measle_brown","nlud-pdl-2009 hca ukgov brownfield","ARNSIDE STATION"
ObjectID(52017e63fa747515a7000bc5),54.302478,-2.7617666,"small_red","nlud-pdl-2009 hca ukgov brownfield","FORMER SHENSTONE HOTEL"
ObjectID(52017e63fa747515a7000bc6),54.189626,-3.0787673,"small_red","nlud-pdl-2009 hca ukgov brownfield","FORMER LOW MILL TANNERY"
ObjectID(52017e63fa747515a7000bc7),54.197343,-2.8961608,"measle_brown","nlud-pdl-2009 hca ukgov brownfield","FORMER COLONIAL CANDLE COMPANY BUILDING"
ObjectID(52017e63fa747515a7000bc8),54.209035,-2.9070242,"small_red","nlud-pdl-2009 hca ukgov brownfield","FORMER INSTITUTE OF TERRESTRIAL ECOLOGY SITE"
ObjectID(52017e63fa747515a7000bc9),54.321542,-2.7456069,"small_red","nlud-pdl-2009 hca ukgov brownfield","GARAGE AND PREMISES"
ObjectID(52017e63fa747515a7000bca),54.331779,-2.7382569,"small_red","nlud-pdl-2009 hca ukgov brownfield","BUILDINGS AT STOCK BECK MILL"
ObjectID(52017e63fa747515a7000bcb),54.181935,-2.923868,"small_red","nlud-pdl-2009 hca ukgov brownfield","RISEDALE HILL"
ObjectID(52017e63fa747515a7000bcc),54.323037,-2.7480939,"measle_brown","nlud-pdl-2009 hca ukgov brownfield","SAINT JOHN BOSTE SOCIAL CLUB BUILDING"
ObjectID(52017e63fa747515a7000bcd),54.328509,-2.7497002,"small_red","nlud-pdl-2009 hca ukgov brownfield","LAND TO WEST END OF"
ObjectID(52017e63fa747515a7000bce),54.235127,-3.0538409,"measle_brown","nlud-pdl-2009 hca ukgov brownfield","FORMER PUBLIC CONVENIENCES A5092"
ObjectID(52017e63fa747515a7000bcf),54.324006,-2.7469123,"measle_brown","nlud-pdl-2009 hca ukgov brownfield","KENDAL BOWMAN PUBLIC HOUSE"
ObjectID(52017e63fa747515a7000bd0),54.195969,-3.1028751,"measle_brown","nlud-pdl-2009 hca ukgov brownfield","STONECROSS MANSION"
ObjectID(52017e63fa747515a7000bd1),54.333849,-2.7480288,"small_red","nlud-pdl-2009 hca ukgov brownfield","FORMER WEBBS GARDEN CENTRE SITE"
ObjectID(52017e63fa747515a7000bd2),54.267549,-2.7875008,"measle_brown","nlud-pdl-2009 hca ukgov brownfield","VACANT FORMER CARPET SHOP BOWKERS"
ObjectID(52017e63fa747515a7000bd3),54.193039,-3.0929265,"small_red","nlud-pdl-2009 hca ukgov brownfield","FORMER CUMBRIA CRYSTAL PREMISES"
ObjectID(52017e63fa747515a7000bd4),54.33533,-2.7395662,"measle_brown","nlud-pdl-2009 hca ukgov brownfield","FORMER BENFIELD RENAULT CAR SHOWROOM AND YARD"
ObjectID(52017e63fa747515a7000bd5),54.31369,-2.7422984,"small_red","nlud-pdl-2009 hca ukgov brownfield","PART OF RIVERSIDE BUSINESS PARK"
ObjectID(52017e63fa747515a7000bd6),54.324778,-2.7613946,"small_red","nlud-pdl-2009 hca ukgov brownfield","REMAINDER LAND LEFT TO DEVELOP AT BOUNDARY BANK"
ObjectID(52017e63fa747515a7000bd7),53.100549,-1.3786108,"small_red","nlud-pdl-2009 hca ukgov brownfield","LAND OFF WILLOWS AVENUE"
ObjectID(52017e63fa747515a7000bd8),53.021853,-1.3313945,"small_red","nlud-pdl-2009 hca ukgov brownfield","RAILWAY SIDINGS"
ObjectID(52017e63fa747515a7000bd9),53.027337,-1.3283724,"measle_brown","nlud-pdl-2009 hca ukgov brownfield","REFUSE HEAP"
ObjectID(52017e63fa747515a7000bda),53.017538,-1.3314462,"small_red","nlud-pdl-2009 hca ukgov brownfield","LAND AT 130 TO REAR OF REFLECTIONS SITE"
ObjectID(52017e63fa747515a7000bdb),53.020183,-1.3596255,"small_red","nlud-pdl-2009 hca ukgov brownfield","WOODEND TIP AND SCRAPYARD"
ObjectID(52017e63fa747515a7000bdc),53.060093,-1.3459331,"small_red","nlud-pdl-2009 hca ukgov brownfield","LAND EAST OF BUTTERLEY LODGE"
ObjectID(52017e63fa747515a7000bdd),53.012508,-1.3400794,"small_red","nlud-pdl-2009 hca ukgov brownfield","LAND OFF BROCKHALL RISE AND HANDS ROAD"
ObjectID(52017e63fa747515a7000bde),53.066946,-1.4919621,"measle_brown","nlud-pdl-2009 hca ukgov brownfield","FORMER BRIDONS WIREWORKS"
ObjectID(52017e63fa747515a7000bdf),53.019444,-1.4392862,"small_red","nlud-pdl-2009 hca ukgov brownfield","TAR PITS"
ObjectID(52017e63fa747515a7000be0),53.020395,-1.4369333,"small_red","nlud-pdl-2009 hca ukgov brownfield","CLAY PITS NORTH OF OLD SLATERS PIPEWORKS"
ObjectID(52017e63fa747515a7000be1),53.01868,-1.4337357,"small_red","nlud-pdl-2009 hca ukgov brownfield","FORMER SLATERS PIPEWORKS"
ObjectID(52017e63fa747515a7000be2),53.017862,-1.429826,"small_red","nlud-pdl-2009 hca ukgov brownfield","DENBY DISPOSAL POINT"
ObjectID(52017e63fa747515a7000be3),53.029028,-1.4116817,"small_red","nlud-pdl-2009 hca ukgov brownfield","DENBY HALL SITE"
ObjectID(52017e63fa747515a7000be4),53.0243,-1.4874536,"small_red","nlud-pdl-2009 hca ukgov brownfield","THORNTONS PLC"
ObjectID(52017e63fa747515a7000be5),53.022827,-1.4856672,"small_red","nlud-pdl-2009 hca ukgov brownfield","THORNTONS FACTORY"
ObjectID(52017e63fa747515a7000be6),53.075598,-1.3723723,"small_red","nlud-pdl-2009 hca ukgov brownfield","BUILDERS SUPPLY COMPANY LEABROOKS LTD"
ObjectID(52017e63fa747515a7000be7),53.056175,-1.3413224,"measle_brown","nlud-pdl-2009 hca ukgov brownfield","CODNOR PARK IRONWORKS"
ObjectID(52017e63fa747515a7000be8),52.976162,-1.483332,"small_red","nlud-pdl-2009 hca ukgov brownfield","HIGHWAYS DEPOT"
ObjectID(52017e63fa747515a7000be9),53.025207,-1.3643072,"small_red","nlud-pdl-2009 hca ukgov brownfield","LAND BETWEEN TAYLOR LANE AND FURNACE LANE"
ObjectID(52017e63fa747515a7000bea),53.016585,-1.320311,"measle_brown","nlud-pdl-2009 hca ukgov brownfield","LAND OFF"
ObjectID(52017e63fa747515a7000beb),53.026276,-1.3331003,"small_red","nlud-pdl-2009 hca ukgov brownfield","PLUMPTRE ROAD"
ObjectID(52017e63fa747515a7000bec),53.071844,-1.3413223,"small_red","nlud-pdl-2009 hca ukgov brownfield","SCRAP YARD"
ObjectID(52017e63fa747515a7000bed),53.003517,-1.4793696,"small_red","nlud-pdl-2009 hca ukgov brownfield","MILFORD MILLS"
ObjectID(52017e63fa747515a7000bee),53.017989,-1.3316032,"small_red","nlud-pdl-2009 hca ukgov brownfield","REFLECTIONS SITE"
ObjectID(52017e63fa747515a7000bef),53.017911,-1.3321411,"measle_brown","nlud-pdl-2009 hca ukgov brownfield","SITE OF 122 AND 124"
ObjectID(52017e63fa747515a7000bf0),53.062384,-1.3473309,"measle_brown","nlud-pdl-2009 hca ukgov brownfield","GRIFFITHS COALYARD"
ObjectID(52017e63fa747515a7000bf1),53.098182,-1.3867842,"small_red","nlud-pdl-2009 hca ukgov brownfield","LAND WEST OF"
ObjectID(52017e63fa747515a7000bf2),53.071823,-1.3689794,"small_red","nlud-pdl-2009 hca ukgov brownfield","LAND BETWEEN COLLEDGE STREET AND SHAW STREET"
ObjectID(52017e63fa747515a7000bf3),53.023951,-1.4775732,"measle_brown","nlud-pdl-2009 hca ukgov brownfield","NO 2"
ObjectID(52017e63fa747515a7000bf4),53.019762,-1.3287434,"measle_brown","nlud-pdl-2009 hca ukgov brownfield","CHAPEL STREET"
ObjectID(52017e63fa747515a7000bf5),53.021366,-1.3310442,"measle_brown","nlud-pdl-2009 hca ukgov brownfield","VACANT DEPOT"
ObjectID(52017e63fa747515a7000bf6),53.097606,-1.3831335,"measle_brown","nlud-pdl-2009 hca ukgov brownfield","FIRE STATION"
ObjectID(52017e63fa747515a7000bf7),53.097981,-1.3825755,"small_red","nlud-pdl-2009 hca ukgov brownfield","DRAYCOTT MOTORS"
ObjectID(52017e63fa747515a7000bf8),53.10024,-1.3761957,"small_red","nlud-pdl-2009 hca ukgov brownfield","DEPOT"
ObjectID(52017e63fa747515a7000bf9),53.076819,-1.4782325,"small_red","nlud-pdl-2009 hca ukgov brownfield","ABBATOIR"
ObjectID(52017e63fa747515a7000bfa),53.015648,-1.3538047,"small_red","nlud-pdl-2009 hca ukgov brownfield","LAND AT"
ObjectID(52017e63fa747515a7000bfb),53.037589,-1.4033926,"small_red","nlud-pdl-2009 hca ukgov brownfield","LAND"
ObjectID(52017e63fa747515a7000bfc),53.030957,-1.4072417,"small_red","nlud-pdl-2009 hca ukgov brownfield","AEROMATIX CO LTD"
ObjectID(52017e63fa747515a7000bfd),53.06599,-1.365871,"small_red","nlud-pdl-2009 hca ukgov brownfield","LAND OFF"
ObjectID(52017e63fa747515a7000bfe),53.031928,-1.4055285,"small_red","nlud-pdl-2009 hca ukgov brownfield","LAND OFF"
ObjectID(52017e63fa747515a7000bff),53.026117,-1.4653511,"small_red","nlud-pdl-2009 hca ukgov brownfield","DEB LTD"
ObjectID(52017e63fa747515a7000c00),53.000845,-1.4149555,"small_red","nlud-pdl-2009 hca ukgov brownfield","FAIRFIELD ROAD"
ObjectID(52017e63fa747515a7000c01),53.054027,-1.4044935,"small_red","nlud-pdl-2009 hca ukgov brownfield","FORMER GARDEN CENTRE"
ObjectID(52017e63fa747515a7000c02),53.056053,-1.4033167,"small_red","nlud-pdl-2009 hca ukgov brownfield","SITE OF FORMER QES"
ObjectID(52017e63fa747515a7000c03),53.051742,-1.4077772,"small_red","nlud-pdl-2009 hca ukgov brownfield","CHURCH HALL"
ObjectID(52017e63fa747515a7000c04),53.273174,-1.2914169,"small_red","nlud-pdl-2009 hca ukgov brownfield","NORTH OF ROMELEY HALL FARM"
ObjectID(52017e63fa747515a7000c05),53.120204,-1.3675691,"small_red","nlud-pdl-2009 hca ukgov brownfield","TIBSHELF SIDINGS"
ObjectID(52017e63fa747515a7000c06),53.11454,-1.3573136,"small_red","nlud-pdl-2009 hca ukgov brownfield","BLACKWELL SIDINGS"
ObjectID(52017e63fa747515a7000c07),53.117221,-1.3141534,"small_red","nlud-pdl-2009 hca ukgov brownfield","NORTH OF WINCOBANK FARM"
ObjectID(52017e63fa747515a7000c08),53.117846,-1.311977,"small_red","nlud-pdl-2009 hca ukgov brownfield","FORMER RAILWAY"
ObjectID(52017e63fa747515a7000c09),53.11655,-1.3132527,"measle_brown","nlud-pdl-2009 hca ukgov brownfield","ADJACENT NORMANTON BROOK"
ObjectID(52017e63fa747515a7000c0a),53.133659,-1.3309761,"small_red","nlud-pdl-2009 hca ukgov brownfield","WEST OF M1 MOTORWAY"
ObjectID(52017e63fa747515a7000c0b),53.125757,-1.3407227,"measle_brown","nlud-pdl-2009 hca ukgov brownfield","SOUTH OF ALFRETON ROAD"
ObjectID(52017e63fa747515a7000c0c),53.276321,-1.2737438,"small_red","nlud-pdl-2009 hca ukgov brownfield","ADJACENT TO WEST LEA COTTAGES"
ObjectID(52017e63fa747515a7000c0d),53.271992,-1.2713579,"measle_brown","nlud-pdl-2009 hca ukgov brownfield","ADJACENT NO 15 CLIFF HILL"
ObjectID(52017e63fa747515a7000c0e),53.271159,-1.2718069,"measle_brown","nlud-pdl-2009 hca ukgov brownfield","SOUTH OF CLIFF HILL"
ObjectID(52017e63fa747515a7000c0f),53.271675,-1.2979944,"small_red","nlud-pdl-2009 hca ukgov brownfield","ROMELEY WOOD"
ObjectID(52017e63fa747515a7000c10),53.273594,-1.2849918,"small_red","nlud-pdl-2009 hca ukgov brownfield","CLOWNE COMMON"
ObjectID(52017e63fa747515a7000c11),53.275556,-1.2750014,"small_red","nlud-pdl-2009 hca ukgov brownfield","WEST OF BOUGHTON LANE"
ObjectID(52017e63fa747515a7000c12),53.274362,-1.2738369,"measle_brown","nlud-pdl-2009 hca ukgov brownfield","NORTH OF CLIFF HILL"
ObjectID(52017e63fa747515a7000c13),53.27626,-1.2666214,"small_red","nlud-pdl-2009 hca ukgov brownfield","ADJACENT TO N0 82"
ObjectID(52017e63fa747515a7000c14),53.275954,-1.260838,"small_red","nlud-pdl-2009 hca ukgov brownfield","FORMER CLOWNE AND BARLBOROUGH STATION"
ObjectID(52017e63fa747515a7000c15),53.274632,-1.2548624,"small_red","nlud-pdl-2009 hca ukgov brownfield","FORMER RAILWAY"
ObjectID(52017e63fa747515a7000c16),53.265063,-1.2162724,"measle_brown","nlud-pdl-2009 hca ukgov brownfield","LAND NORTH OF STATION"
ObjectID(52017e63fa747515a7000c17),53.258745,-1.2165378,"small_red","nlud-pdl-2009 hca ukgov brownfield","FORMER COLLIERY CAR PARK"
ObjectID(52017e63fa747515a7000c18),53.257819,-1.2164648,"small_red","nlud-pdl-2009 hca ukgov brownfield","FORMER CRESWELL COLLIERY NORTH"
ObjectID(52017e63fa747515a7000c19),53.256542,-1.2163682,"small_red","nlud-pdl-2009 hca ukgov brownfield","FORMER CRESWELL COLLIERY CENTRAL"
ObjectID(52017e63fa747515a7000c1a),53.255315,-1.2171401,"small_red","nlud-pdl-2009 hca ukgov brownfield","FORMER CRESWELL COLLIERY SOUTH"
ObjectID(52017e63fa747515a7000c1b),53.271879,-1.243154,"small_red","nlud-pdl-2009 hca ukgov brownfield","NORTH OF MARKLAND LANE"
ObjectID(52017e63fa747515a7000c1c),53.268222,-1.234912,"small_red","nlud-pdl-2009 hca ukgov brownfield","EAST OF MARKLAND GRIPS"
ObjectID(52017e63fa747515a7000c1d),53.270973,-1.2238267,"small_red","nlud-pdl-2009 hca ukgov brownfield","SOUTH OF CRESWELL ROAD"
ObjectID(52017e63fa747515a7000c1e),53.268675,-1.2188154,"small_red","nlud-pdl-2009 hca ukgov brownfield","EAST OF HAWTHORNE AVENUE"
ObjectID(52017e63fa747515a7000c1f),53.259582,-1.2958838,"measle_brown","nlud-pdl-2009 hca ukgov brownfield","FORMER OXCROFT NO 5 TIP"
ObjectID(52017e63fa747515a7000c20),53.258281,-1.296265,"measle_brown","nlud-pdl-2009 hca ukgov brownfield","FORMER SEWAGE WORKS"
ObjectID(52017e63fa747515a7000c21),53.231016,-1.309955,"small_red","nlud-pdl-2009 hca ukgov brownfield","FORMER BOLSOVER COLLIERY TIP PLOT 1"
ObjectID(52017e63fa747515a7000c22),53.22692,-1.2935435,"measle_brown","nlud-pdl-2009 hca ukgov brownfield","ADJACENT 61"
ObjectID(52017e63fa747515a7000c23),53.089573,-1.3241043,"small_red","nlud-pdl-2009 hca ukgov brownfield","ADJACENT NO 48"
ObjectID(52017e63fa747515a7000c24),53.08861,-1.3067096,"measle_brown","nlud-pdl-2009 hca ukgov brownfield","WEST OF M1 MOTORWAY"
ObjectID(52017e63fa747515a7000c25),53.175803,-1.2542863,"small_red","nlud-pdl-2009 hca ukgov brownfield","FORMER PLEASLEY COLLIERY"
ObjectID(52017e63fa747515a7000c26),53.233873,-1.2084821,"small_red","nlud-pdl-2009 hca ukgov brownfield","INDUSTRIAL SITE"
ObjectID(52017e63fa747515a7000c27),53.22818,-1.2066547,"measle_brown","nlud-pdl-2009 hca ukgov brownfield","FORMER SEWAGE WORKS"
ObjectID(52017e63fa747515a7000c28),53.226145,-1.2156498,"small_red","nlud-pdl-2009 hca ukgov brownfield","WEST OF APSLEY GRANGE"
ObjectID(52017e63fa747515a7000c29),53.221785,-1.2169127,"small_red","nlud-pdl-2009 hca ukgov brownfield","WEST OF DALE CLOSE"
ObjectID(52017e63fa747515a7000c2a),53.218653,-1.2176438,"small_red","nlud-pdl-2009 hca ukgov brownfield","NORTH OF LANGWITH BASSETT SCHOOL"
ObjectID(52017e63fa747515a7000c2b),53.215877,-1.216661,"small_red","nlud-pdl-2009 hca ukgov brownfield","EAST OF BASSETT CROFT"
ObjectID(52017e63fa747515a7000c2c),53.213247,-1.213145,"measle_brown","nlud-pdl-2009 hca ukgov brownfield","FORMER STATION SITE"
ObjectID(52017e63fa747515a7000c2d),53.214556,-1.2166252,"small_red","nlud-pdl-2009 hca ukgov brownfield","SOUTH OF BASSETT CROFT"
ObjectID(52017e63fa747515a7000c2e),53.216072,-1.2229921,"small_red","nlud-pdl-2009 hca ukgov brownfield","SOUTH OF LANGWITH BASSETT SCHOOL"
ObjectID(52017e63fa747515a7000c2f),53.216326,-1.2303556,"small_red","nlud-pdl-2009 hca ukgov brownfield","WEST OF DEVONSHIRE ARMS"
ObjectID(52017e63fa747515a7000c30),53.2017,-1.2150631,"small_red","nlud-pdl-2009 hca ukgov brownfield","ADJACENT HOLLYCROFT"
ObjectID(52017e63fa747515a7000c31),53.20258,-1.2040583,"small_red","nlud-pdl-2009 hca ukgov brownfield","VACANT INDUSTRIAL PLOT"
ObjectID(52017e63fa747515a7000c32),53.107416,-1.3256023,"measle_brown","nlud-pdl-2009 hca ukgov brownfield","HIGHLAND HURST"
